Median Household Income-Number; NaturalBreaks
Data downloaded on 28-October-2025
County_FIPS,County,State,Obesity-2014-Percentage,Median Household Income-2022 & 2018-2022-Number
39017,Butler County,Ohio,32.8,74841
19015,Boone County,Iowa,30.6,74896
48053,Burnet County,Texas,27.4,74897
12009,Brevard County,Florida,24.1,74899
19103,Johnson County,Iowa,23.3,74909
27123,Ramsey County,Minnesota,25.8,75041
55059,Kenosha County,Wisconsin,31,75067
31167,Stanton County,Nebraska,32.1,75068
36051,Livingston County,New York,29.4,75077
09009,New Haven County,Connecticut,26.6,75094
47065,Hamilton County,Tennessee,29.8,75127
38059,Morton County,North Dakota,30.7,75133
08015,Chaffee County,Colorado,21.8,75151
48033,Borden County,Texas,29.5,75186
22089,St. Charles Parish,Louisiana,30.9,75223
48473,Waller County,Texas,32.6,75223
39075,Holmes County,Ohio,26.2,75226
06099,Stanislaus County,California,32.2,75249
38081,Sargent County,North Dakota,31.7,75325
46033,Custer County,South Dakota,25.2,75336
31081,Hamilton County,Nebraska,31,75369
39051,Fulton County,Ohio,34.9,75383
38011,Bowman County,North Dakota,28.2,75386
19059,Dickinson County,Iowa,28.7,75406
42095,Northampton County,Pennsylvania,28.6,75468
27147,Steele County,Minnesota,27.8,75474
40087,Mcclain County,Oklahoma,27.7,75474
17139,Moultrie County,Illinois,26.3,75505
18109,Morgan County,Indiana,30.5,75542
48221,Hood County,Texas,25.6,75545
48425,Somervell County,Texas,26,75568
49053,Washington County,Utah,24.2,75572
16055,Kootenai County,Idaho,24,75583
27143,Sibley County,Minnesota,29.1,75596
46099,Minnehaha County,South Dakota,27.3,75623
18073,Jasper County,Indiana,27.8,75738
20093,Kearny County,Kansas,24.5,75773
20087,Jefferson County,Kansas,26.2,75774
56037,Sweetwater County,Wyoming,30.5,75779
41027,Hood River County,Oregon,24.7,75818
19129,Mills County,Iowa,30.7,75835
26005,Allegan County,Michigan,26.8,75893
48431,Sterling County,Texas,28.5,75895
18129,Posey County,Indiana,25,75907
39129,Pickaway County,Ohio,28.3,75916
38013,Burke County,North Dakota,24.8,75931
48167,Galveston County,Texas,28.2,75947
24047,Worcester County,Maryland,29.5,75969
19167,Sioux County,Iowa,24.7,75994
34033,Salem County,New Jersey,33.8,76005
34001,Atlantic County,New Jersey,27.2,76108
38073,Ransom County,North Dakota,28.6,76130
20187,Stanton County,Kansas,24.9,76137
39085,Lake County,Ohio,24.8,76163
27055,Houston County,Minnesota,24.6,76170
46119,Sully County,South Dakota,24.1,76192
36107,Tioga County,New York,25.5,76197
37053,Currituck County,North Carolina,24.4,76217
33005,Cheshire County,New Hampshire,27.8,76227
42093,Montour County,Pennsylvania,30,76229
04021,Pinal County,Arizona,32.4,76232
02122,Kenai Peninsula Borough,Alaska,27.6,76254
50013,Grand Isle County,Vermont,26,76260
48439,Tarrant County,Texas,29.3,76285
40083,Logan County,Oklahoma,27.8,76331
04011,Greenlee County,Arizona,31.7,76338
50011,Franklin County,Vermont,27.7,76395
55049,Iowa County,Wisconsin,29.4,76404
31023,Butler County,Nebraska,31.3,76417
27113,Pennington County,Minnesota,25.9,76423
13207,Monroe County,Georgia,26,76428
16051,Jefferson County,Idaho,30.9,76474
27093,Meeker County,Minnesota,30.7,76506
42001,Adams County,Pennsylvania,28.1,76554
51149,Prince George County,Virginia,30.1,76571
24041,Talbot County,Maryland,29,76583
39089,Licking County,Ohio,29.7,76596
36069,Ontario County,New York,26.9,76601
17031,Cook County,Illinois,25.5,76614
49005,Cache County,Utah,22.9,76631
21239,Woodford County,Kentucky,22.9,76633
02195,Petersburg Borough,Alaska,26.9,76641
12091,Okaloosa County,Florida,26.1,76663
12099,Palm Beach County,Florida,21.2,76713
13089,Dekalb County,Georgia,26.4,76736
48251,Johnson County,Texas,27.5,76747
13139,Hall County,Georgia,24.4,76789
26081,Kent County,Michigan,28.7,76923
51073,Gloucester County,Virginia,31.9,76960
36001,Albany County,New York,24.6,76997
51161,Roanoke County,Virginia,25.4,77010
48171,Gillespie County,Texas,24,77013
48381,Randall County,Texas,24.6,77066
41053,Polk County,Oregon,32.4,77156
21029,Bullitt County,Kentucky,27.8,77192
21117,Kenton County,Kentucky,28.3,77284
47149,Rutherford County,Tennessee,30.7,77320
47147,Robertson County,Tennessee,30.5,77326
19153,Polk County,Iowa,28.7,77369
50023,Washington County,Vermont,22.4,77432
51015,Augusta County,Virginia,33.7,77487
33001,Belknap County,New Hampshire,29.5,77531
41009,Columbia County,Oregon,31.2,77572
13013,Barrow County,Georgia,31.3,77583
26111,Midland County,Michigan,27.2,77595
18029,Dearborn County,Indiana,30.3,77621
46039,Deuel County,South Dakota,29.3,77694
38045,Lamoure County,North Dakota,29.2,77744
20069,Gray County,Kansas,31.4,77761
48235,Irion County,Texas,27.1,77768
31159,Seward County,Nebraska,27.9,77778
29037,Cass County,Missouri,27.2,77805
53021,Franklin County,Washington,29.2,77820
12119,Sumter County,Florida,24.5,77851
29113,Lincoln County,Missouri,26.2,77913
27131,Rice County,Minnesota,32.4,77962
41071,Yamhill County,Oregon,26.5,77969
56009,Converse County,Wyoming,27.3,78015
53045,Mason County,Washington,27,78029
17009,Brown County,Illinois,27.4,78081
27103,Nicollet County,Minnesota,27.1,78091
17129,Menard County,Illinois,25.6,78115
30111,Yellowstone County,Montana,25.5,78216
29099,Jefferson County,Missouri,27.6,78297
12115,Sarasota County,Florida,20.1,78309
47021,Cheatham County,Tennessee,28.8,78437
27017,Carlton County,Minnesota,28.4,78478
39097,Madison County,Ohio,25.9,78533
02282,Yakutat City and Borough,Alaska,25.7,78552
09011,New London County,Connecticut,27.6,78552
17141,Ogle County,Illinois,28.8,78577
37109,Lincoln County,North Carolina,25,78615
22103,St. Tammany Parish,Louisiana,26.9,78629
55055,Jefferson County,Wisconsin,27.3,78728
55021,Columbia County,Wisconsin,31,78767
06071,San Bernardino County,California,26.8,78779
34031,Passaic County,New Jersey,26.9,78779
53073,Whatcom County,Washington,22.8,78796
55087,Outagamie County,Wisconsin,27,78808
12131,Walton County,Florida,25.6,78814
29047,Clay County,Missouri,28.9,78930
27157,Wabasha County,Minnesota,29.7,78953
38097,Traill County,North Dakota,27.9,79065
06051,Mono County,California,24.1,79105
20103,Leavenworth County,Kansas,32,79117
53057,Skagit County,Washington,25,79118
17035,Cumberland County,Illinois,26,79140
13097,Douglas County,Georgia,27.9,79242
45015,Berkeley County,South Carolina,33.3,79259
46065,Hughes County,South Dakota,27,79301
55045,Green County,Wisconsin,28.6,79337
36111,Ulster County,New York,26.6,79340
27027,Clay County,Minnesota,27.4,79357
08067,La Plata County,Colorado,17,79358
19075,Grundy County,Iowa,27.1,79386
19149,Plymouth County,Iowa,28.9,79431
41051,Multnomah County,Oregon,21.6,79432
48493,Wilson County,Texas,32.2,79432
49003,Box Elder County,Utah,32.5,79450
12087,Monroe County,Florida,21.2,79459
46061,Hanson County,South Dakota,26,79488
39025,Clermont County,Ohio,28.3,79492
38065,Oliver County,North Dakota,27.9,79521
37063,Durham County,North Carolina,28.1,79524
50001,Addison County,Vermont,22.4,79526
29189,St. Louis County,Missouri,28.9,79609
17027,Clinton County,Illinois,28.3,79612
37025,Cabarrus County,North Carolina,27.6,79649
47105,Loudon County,Tennessee,23.9,79683
30105,Valley County,Montana,27.8,79703
42089,Monroe County,Pennsylvania,29,79824
38055,Mclean County,North Dakota,31.7,79935
42133,York County,Pennsylvania,33,79938
51187,Warren County,Virginia,28.5,79949
09003,Hartford County,Connecticut,26.4,79958
28033,Desoto County,Mississippi,31.7,79967
45019,Charleston County,South Carolina,25.3,79969
13015,Bartow County,Georgia,31.8,80017
54079,Putnam County,West Virginia,32.7,80034
36083,Rensselaer County,New York,29.2,80040
06057,Nevada County,California,21.4,80069
48497,Wise County,Texas,27.7,80096
36081,Queens County,New York,24,80180
26037,Clinton County,Michigan,28.5,80212
20015,Butler County,Kansas,31.5,80214
32031,Washoe County,Nevada,21.1,80245
32013,Humboldt County,Nevada,24.5,80255
32011,Eureka County,Nevada,24.2,80291
12117,Seminole County,Florida,24.3,80296
01089,Madison County,Alabama,30,80426
37101,Johnston County,North Carolina,31.8,80612
13231,Pike County,Georgia,25,80626
28089,Madison County,Mississippi,24.2,80641
37119,Mecklenburg County,North Carolina,24.1,80645
12085,Martin County,Florida,20.9,80678
25005,Bristol County,Massachusetts,27.9,80702
34009,Cape May County,New Jersey,28.1,80845
27085,Mcleod County,Minnesota,29.1,80874
19121,Madison County,Iowa,29.6,80887
26161,Washtenaw County,Michigan,25,80941
18087,Lagrange County,Indiana,27.3,81010
38091,Steele County,North Dakota,25.5,81081
51023,Botetourt County,Virginia,23.7,81122
30095,Stillwater County,Montana,20.8,81147
34029,Ocean County,New Jersey,28.7,81152
48329,Midland County,Texas,31.1,81187
10005,Sussex County,Delaware,30.8,81188
33009,Grafton County,New Hampshire,23.9,81205
22005,Ascension Parish,Louisiana,29.5,81284
42041,Cumberland County,Pennsylvania,26.2,81295
23031,York County,Maine,27.3,81315
34007,Camden County,New Jersey,29.2,81372
51137,Orange County,Virginia,27.5,81390
08119,Teller County,Colorado,22.3,81466
42019,Butler County,Pennsylvania,26.5,81507
53007,Chelan County,Washington,25.9,81697
40017,Canadian County,Oklahoma,32.8,81761
39137,Putnam County,Ohio,31.7,81780
46117,Stanley County,South Dakota,27.4,81788
21211,Shelby County,Kentucky,27.5,81815
12021,Collier County,Florida,19.8,81821
51800,Suffolk City,Virginia,31.3,81858
25015,Hampshire County,Massachusetts,19.7,81878
42103,Pike County,Pennsylvania,27.3,81886
15007,Kauai County,Hawaii,20.2,81939
37055,Dare County,North Carolina,24.8,82052
27049,Goodhue County,Minnesota,29.4,82091
53059,Skamania County,Washington,26.6,82132
13157,Jackson County,Georgia,24.2,82138
51087,Henrico County,Virginia,25.8,82187
48031,Blanco County,Texas,26.1,82236
08041,El Paso County,Colorado,23,82248
06113,Yolo County,California,24.8,82359
34017,Hudson County,New Jersey,24.3,82361
13151,Henry County,Georgia,30.7,82379
42071,Lancaster County,Pennsylvania,27.6,82434
39045,Fairfield County,Ohio,31.2,82447
06037,Los Angeles County,California,22.1,82455
38025,Dunn County,North Dakota,31.3,82490
12113,Santa Rosa County,Florida,25,82537
20121,Miami County,Kansas,30.9,82606
37029,Camden County,North Carolina,24.4,82620
02130,Ketchikan Gateway Borough,Alaska,29.5,82648
51101,King William County,Virginia,22.4,82715
53029,Island County,Washington,27.4,82717
19011,Benton County,Iowa,30.6,82762
39057,Greene County,Ohio,30.3,82769
51079,Greene County,Virginia,26.7,82772
33017,Strafford County,New Hampshire,28.2,82845
35043,Sandoval County,New Mexico,24.7,82862
17155,Putnam County,Illinois,26.1,83029
18081,Johnson County,Indiana,27.8,83036
13297,Walton County,Georgia,31,83037
51810,Virginia Beach City,Virginia,28.2,83066
38015,Burleigh County,North Dakota,28.2,83111
38031,Foster County,North Dakota,27.3,83156
01083,Limestone County,Alabama,29,83159
48383,Reagan County,Texas,29.6,83195
27059,Isanti County,Minnesota,26,83212
02150,Kodiak Island Borough,Alaska,26.9,83222
49057,Weber County,Utah,28.8,83465
30031,Gallatin County,Montana,15.6,83520
36021,Columbia County,New York,24.2,83533
04013,Maricopa County,Arizona,26.4,83668
45013,Beaufort County,South Carolina,22,83687
45091,York County,South Carolina,28.5,83692
17007,Boone County,Illinois,30.7,83695
30043,Jefferson County,Montana,26.7,83697
19017,Bremer County,Iowa,28.8,83797
42045,Delaware County,Pennsylvania,23.5,83856
53017,Douglas County,Washington,27.1,83870
13135,Gwinnett County,Georgia,28,83918
06067,Sacramento County,California,27.7,83985
53055,San Juan County,Washington,19,84024
38105,Williams County,North Dakota,33.8,84145
48205,Hartley County,Texas,29.7,84165
02090,Fairbanks North Star Borough,Alaska,27.9,84166
38053,Mckenzie County,North Dakota,30.7,84206
44003,Kent County,Rhode Island,29,84230
13177,Lee County,Georgia,28.8,84260
41017,Deschutes County,Oregon,24.1,84281
47047,Fayette County,Tennessee,24.3,84328
18127,Porter County,Indiana,30.9,84352
12019,Clay County,Florida,27.6,84364
37125,Moore County,North Carolina,25.6,84458
24015,Cecil County,Maryland,32.8,84513
37037,Chatham County,North Carolina,24.2,84516
25025,Suffolk County,Massachusetts,22.4,84548
13085,Dawson County,Georgia,25.5,84551
18173,Warrick County,Indiana,29.7,84567
09005,Litchfield County,Connecticut,24.3,84689
06077,San Joaquin County,California,28.9,84738
33013,Merrimack County,New Hampshire,28.7,84898
53005,Benton County,Washington,29.3,85144
55025,Dane County,Wisconsin,23.8,85189
51093,Isle Of Wight County,Virginia,29.2,85227
10003,New Castle County,Delaware,28.1,85427
17147,Piatt County,Illinois,26.9,85430
55093,Pierce County,Wisconsin,26.9,85508
51157,Rappahannock County,Virginia,25.3,85575
55015,Calumet County,Wisconsin,30.7,85589
56035,Sublette County,Wyoming,22.6,85649
46127,Union County,South Dakota,27.3,85677
20149,Pottawatomie County,Kansas,28.1,85822
02013,Aleutians East Borough,Alaska,26.1,85852
17203,Woodford County,Illinois,28.1,85892
38007,Billings County,North Dakota,24.4,85947
26139,Ottawa County,Michigan,27.8,85968
48187,Guadalupe County,Texas,30.6,86043
25027,Worcester County,Massachusetts,26.5,86078
21209,Scott County,Kentucky,25.5,86169
31155,Saunders County,Nebraska,27.7,86179
48039,Brazoria County,Texas,29.6,86197
24005,Baltimore County,Maryland,28.6,86198
02170,Matanuska-Susitna Borough,Alaska,30.1,86313
06065,Riverside County,California,27.2,86350
05007,Benton County,Arkansas,28.8,86374
09013,Tolland County,Connecticut,25.3,86430
08045,Garfield County,Colorado,21.6,86566
50007,Chittenden County,Vermont,19.6,86579
27079,Le Sueur County,Minnesota,30.3,86864
38089,Stark County,North Dakota,29.5,86963
51550,Chesapeake City,Virginia,30.5,87127
54037,Jefferson County,West Virginia,30.4,87259
31177,Washington County,Nebraska,28.7,87368
47165,Sumner County,Tennessee,28.9,87453
13223,Paulding County,Georgia,26.2,87459
13077,Coweta County,Georgia,26.1,87618
08031,Denver County,Colorado,17.6,87619
16001,Ada County,Idaho,25.2,87748
37135,Orange County,North Carolina,22.1,87780
18059,Hancock County,Indiana,30.9,87845
48269,King County,Texas,29.9,87856
08093,Park County,Colorado,20.9,88020
27109,Olmsted County,Minnesota,25.6,88032
08049,Grand County,Colorado,20.8,88059
13103,Effingham County,Georgia,29.7,88111
51065,Fluvanna County,Virginia,26.5,88162
08069,Larimer County,Colorado,18.9,88338
47189,Wilson County,Tennessee,27.3,88462
36071,Orange County,New York,29.1,88532
53067,Thurston County,Washington,27.3,88560
23005,Cumberland County,Maine,22.8,88571
06079,San Luis Obispo County,California,25.3,88578
32007,Elko County,Nevada,29.7,88757
08051,Gunnison County,Colorado,17,88855
27039,Dodge County,Minnesota,23.3,88994
26089,Leelanau County,Michigan,24.3,89007
48209,Hays County,Texas,26.1,89074
39103,Medina County,Ohio,27.6,89108
25007,Dukes County,Massachusetts,22.5,89136
48139,Ellis County,Texas,30,89314
06083,Santa Barbara County,California,20.4,89334
27053,Hennepin County,Minnesota,22.2,89418
25001,Barnstable County,Massachusetts,20.8,89774
15009,Maui County,Hawaii,22.5,89794
13121,Fulton County,Georgia,24.6,89798
08047,Gilpin County,Colorado,22.3,89805
08001,Adams County,Colorado,26.8,89849
56005,Campbell County,Wyoming,33.1,89870
38057,Mercer County,North Dakota,28.5,90092
32029,Storey County,Nevada,24.5,90171
32015,Lander County,Nevada,26,90190
21015,Boone County,Kentucky,31,90265
55131,Washington County,Wisconsin,25.6,90313
02220,Sitka City and Borough,Alaska,25.8,90345
08019,Clear Creek County,Colorado,21.5,90350
13145,Harris County,Georgia,25.4,90636
36027,Dutchess County,New York,25.4,90740
08123,Weld County,Colorado,26.5,90770
26125,Oakland County,Michigan,25.9,90801
12089,Nassau County,Florida,27.7,90808
51685,Manassas Park City,Virginia,25.7,90816
08091,Ouray County,Colorado,22.7,90837
02068,Denali Borough,Alaska,25.5,90897
19181,Warren County,Iowa,27.8,90943
53011,Clark County,Washington,28.3,91149
49045,Tooele County,Utah,31.1,91353
02063,Chugach Census Area,Alaska,No Data,91356
06053,Monterey County,California,24.5,91450
36085,Richmond County,New York,28.7,91582
49035,Salt Lake County,Utah,25.6,91713
32005,Douglas County,Nevada,20.7,91960
25009,Essex County,Massachusetts,25.4,92118
27003,Anoka County,Minnesota,29.5,92249
06095,Solano County,California,29.7,92711
53053,Pierce County,Washington,29.5,92793
44005,Newport County,Rhode Island,22.8,92795
48257,Kaufman County,Texas,23.7,92814
48091,Comal County,Texas,26.3,92979
56023,Lincoln County,Wyoming,25.3,93044
13029,Bryan County,Georgia,25.6,93057
31025,Cass County,Nebraska,32,93195
36091,Saratoga County,New York,25.6,93341
17089,Kane County,Illinois,26,93475
08005,Arapahoe County,Colorado,22,93525
53035,Kitsap County,Washington,28.8,93794
24033,Prince George&#39;s County,Maryland,33.2,93833
17063,Grundy County,Illinois,25.3,93882
29165,Platte County,Missouri,29.7,93925
49023,Juab County,Utah,27.3,94181
13073,Columbia County,Georgia,28.9,94224
51047,Culpeper County,Virginia,30.5,94287
08113,San Miguel County,Colorado,20.6,94387
48301,Loving County,Texas,30.2,94716
51003,Albemarle County,Virginia,22,94727
09007,Middlesex County,Connecticut,25,94735
18063,Hendricks County,Indiana,30.5,94760
34021,Mercer County,New Jersey,25.2,94832
37179,Union County,North Carolina,26.7,95079
49049,Utah County,Utah,25.7,95085
48453,Travis County,Texas,21.5,95151
48339,Montgomery County,Texas,23.5,95241
27171,Wright County,Minnesota,26.9,95259
48367,Parker County,Texas,26.5,95277
36061,New York County,New York,16.4,95514
16081,Teton County,Idaho,20.9,95580
02185,North Slope Borough,Alaska,32,95795
15003,Honolulu County,Hawaii,22.5,96304
06097,Sonoma County,California,21.5,96312
51177,Spotsylvania County,Virginia,30.3,96322
02060,Bristol Bay Borough,Alaska,30.5,96382
33011,Hillsborough County,New Hampshire,27.8,96415
34039,Union County,New Jersey,24.9,96483
48173,Glasscock County,Texas,28.9,96533
08013,Boulder County,Colorado,14.2,96584
13067,Cobb County,Georgia,23.2,96798
41005,Clackamas County,Oregon,24.9,96915
08117,Summit County,Colorado,15.6,96984
17197,Will County,Illinois,29.7,97076
51069,Frederick County,Virginia,29,97091
37183,Wake County,North Carolina,24.3,97099
55109,St. Croix County,Wisconsin,24.2,97589
51683,Manassas City,Virginia,25.3,97722
27037,Dakota County,Minnesota,25.9,97727
34041,Warren County,New Jersey,28.6,97729
55089,Ozaukee County,Wisconsin,24.6,97778
34015,Gloucester County,New Jersey,30.7,97851
27141,Sherburne County,Minnesota,28.8,97999
27025,Chisago County,Minnesota,28.1,98183
01117,Shelby County,Alabama,27.6,98263
06073,San Diego County,California,20.5,98365
46083,Lincoln County,South Dakota,28.9,98387
06055,Napa County,California,26.1,98580
31153,Sarpy County,Nebraska,30.4,98619
41067,Washington County,Oregon,23.5,98706
16013,Blaine County,Idaho,18.6,98707
29183,St. Charles County,Missouri,22.5,98925
44009,Washington County,Rhode Island,23.2,99015
17111,Mchenry County,Illinois,27.1,99128
02020,Anchorage Municipality,Alaska,26.7,99162
20091,Johnson County,Kansas,25,99174
06087,Santa Cruz County,California,20.7,99256
55133,Waukesha County,Wisconsin,26.4,99525
36087,Rockland County,New York,22.9,99839
11001,District Of Columbia,District of Columbia,22.6,99897
13057,Cherokee County,Georgia,26.9,99932
51099,King George County,Virginia,24.6,100092
51041,Chesterfield County,Virginia,25.7,100149
34005,Burlington County,New Jersey,27.4,100188
24025,Harford County,Maryland,27.3,100334
17133,Monroe County,Illinois,29.4,100487
09001,Fairfield County,Connecticut,21.5,100703
44001,Bristol County,Rhode Island,22.2,101158
26093,Livingston County,Michigan,27.3,101227
53061,Snohomish County,Washington,29.1,101440
21215,Spencer County,Kentucky,24.6,101552
17097,Lake County,Illinois,26.8,101621
39055,Geauga County,Ohio,25.5,101636
48491,Williamson County,Texas,31.1,101891
06111,Ventura County,California,21.2,101981
34023,Middlesex County,New Jersey,25.4,102073
02110,Juneau City and Borough,Alaska,27.3,102097
48071,Chambers County,Texas,25.1,102146
17043,Dupage County,Illinois,22.8,102383
08059,Jefferson County,Colorado,18.7,102413
17093,Kendall County,Illinois,31.9,102509
25023,Plymouth County,Massachusetts,27.6,102647
48121,Denton County,Texas,21.7,102711
18011,Boone County,Indiana,26.2,102805
51095,James City County,Virginia,25.3,103070
49011,Davis County,Utah,25.3,103143
51085,Hanover County,Virginia,26.9,103639
12109,St. Johns County,Florida,20.9,103757
08107,Routt County,Colorado,15.5,104407
39159,Union County,Ohio,31,104512
39165,Warren County,Ohio,29.3,104523
06017,El Dorado County,California,20.7,104859
24013,Carroll County,Maryland,27.1,105096
42017,Bucks County,Pennsylvania,24.9,105202
51145,Powhatan County,Virginia,26.5,105231
48157,Fort Bend County,Texas,23.8,105583
08037,Eagle County,Colorado,15.8,105813
06059,Orange County,California,19.7,106047
06061,Placer County,California,22.1,106114
06069,San Benito County,California,24.4,106560
42091,Montgomery County,Pennsylvania,24,106743
51043,Clarke County,Virginia,24.9,106914
33015,Rockingham County,New Hampshire,26,107445
25019,Nantucket County,Massachusetts,23,107613
27163,Washington County,Minnesota,25.2,107649
36119,Westchester County,New York,20.8,108037
19049,Dallas County,Iowa,26,109138
13113,Fayette County,Georgia,29.5,109358
24035,Queen Anne&#39;s County,Maryland,28,109436
51735,Poquoson City,Virginia,23.5,109549
51510,Alexandria City,Virginia,19.4,110115
08097,Pitkin County,Colorado,18.4,111291
34037,Sussex County,New Jersey,25.9,111308
51199,York County,Virginia,25.2,111346
24037,St. Mary&#39;s County,Maryland,30.8,112154
36079,Putnam County,New York,22.4,112167
02016,Aleutians West Census Area,Alaska,31,112218
24003,Anne Arundel County,Maryland,28.9,112525
24017,Charles County,Maryland,35,112932
51075,Goochland County,Virginia,25.2,113617
34003,Bergen County,New Jersey,21.4,113885
48085,Collin County,Texas,23.2,113943
08014,Broomfield County,Colorado,19,114746
13219,Oconee County,Georgia,25.9,114758
51127,New Kent County,Virginia,23.5,115627
27139,Scott County,Minnesota,23.5,115687
25021,Norfolk County,Massachusetts,20.5,115770
49051,Wasatch County,Utah,23,115793
53033,King County,Washington,21.9,116044
21185,Oldham County,Kentucky,23.4,116173
24021,Frederick County,Maryland,29.2,116796
18057,Hamilton County,Indiana,25.7,117068
42029,Chester County,Pennsylvania,21.9,117326
27019,Carver County,Minnesota,21.9,117602
34025,Monmouth County,New Jersey,22.8,117699
24031,Montgomery County,Maryland,19.9,118020
24009,Calvert County,Maryland,28.2,118110
25017,Middlesex County,Massachusetts,21.8,118494
51153,Prince William County,Virginia,26.9,119051
36103,Suffolk County,New York,23.8,119253
49029,Morgan County,Utah,23,119482
06013,Contra Costa County,California,26.7,119667
48259,Kendall County,Texas,25.2,120238
51061,Fauquier County,Virginia,24.5,120301
08039,Elbert County,Colorado,20.4,120394
06001,Alameda County,California,20.2,121190
39041,Delaware County,Ohio,26.8,121528
51600,Fairfax City,Virginia,20.2,122790
48397,Rockwall County,Texas,24.3,124291
56039,Teton County,Wyoming,12.5,127677
13117,Forsyth County,Georgia,26.7,130909
51013,Arlington County,Virginia,17.2,131020
34027,Morris County,New Jersey,21.1,131562
49043,Summit County,Utah,15.2,132358
24027,Howard County,Maryland,21.6,133068
47187,Williamson County,Tennessee,23.5,133486
51179,Stafford County,Virginia,27.2,134456
34035,Somerset County,New Jersey,22.5,134735
06075,San Francisco County,California,17.6,135366
36059,Nassau County,New York,23.4,135528
06041,Marin County,California,19.6,135960
34019,Hunterdon County,New Jersey,21.7,137334
35028,Los Alamos County,New Mexico,19.6,139217
08035,Douglas County,Colorado,17.4,140768
51610,Falls Church City,Virginia,24.2,142513
06081,San Mateo County,California,21.5,143795
51059,Fairfax County,Virginia,20.5,144632
06085,Santa Clara County,California,20,150502
51107,Loudoun County,Virginia,20.9,167605
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
