sim_i,pair_indx,true_diff,e_vij,ARDP_vij,analysis_time,ARDP_time
2,1,FALSE,0.7311,0.149700000000001,1.041,118.828
2,2,FALSE,0.41995,0.0826000000000001,1.041,118.828
2,3,TRUE,0.4281,0.1332,1.041,118.828
2,4,FALSE,0.714,0.1725,1.041,118.828
2,5,TRUE,0.5158,0.1647,1.041,118.828
2,6,TRUE,0.50705,0.1621,1.041,118.828
2,7,TRUE,0.8494,0.205000000000001,1.041,118.828
2,8,FALSE,0.65945,0.129599999999999,1.041,118.828
2,9,FALSE,0.4715,0.0906000000000006,1.041,118.828
2,10,TRUE,0.64825,0.159699999999999,1.041,118.828
2,11,TRUE,0.42195,0.1473,1.041,118.828
2,12,TRUE,0.47255,0.142,1.041,118.828
2,13,FALSE,0.4746,0.1137,1.041,118.828
2,14,TRUE,0.7796,0.1835,1.041,118.828
2,15,TRUE,0.6585,0.1559,1.041,118.828
2,16,TRUE,0.63815,0.117700000000001,1.041,118.828
2,17,TRUE,0.77985,0.1373,1.041,118.828
2,18,TRUE,0.50025,0.162,1.041,118.828
2,19,TRUE,0.39465,0.1472,1.041,118.828
2,20,TRUE,0.38885,0.1107,1.041,118.828
2,21,TRUE,0.4478,0.126,1.041,118.828
2,22,FALSE,0.4643,0.127699999999999,1.041,118.828
2,23,TRUE,0.41045,0.136400000000001,1.041,118.828
2,24,FALSE,0.51455,0.1411,1.041,118.828
2,25,FALSE,0.4091,0.1204,1.041,118.828
2,26,FALSE,0.3988,0.135,1.041,118.828
2,27,TRUE,0.40175,0.139100000000001,1.041,118.828
2,28,FALSE,0.44945,0.1604,1.041,118.828
2,29,TRUE,0.4736,0.1119,1.041,118.828
2,30,TRUE,0.41245,0.0928999999999998,1.041,118.828
2,31,TRUE,0.3928,0.0943999999999999,1.041,118.828
2,32,FALSE,0.423,0.1748,1.041,118.828
2,33,TRUE,0.6361,0.1584,1.041,118.828
2,34,TRUE,0.37355,0.0997,1.041,118.828
2,35,FALSE,0.3757,0.1393,1.041,118.828
2,36,TRUE,0.48265,0.1212,1.041,118.828
2,37,TRUE,0.49005,0.1113,1.041,118.828
2,38,TRUE,0.36985,0.1185,1.041,118.828
2,39,FALSE,0.44255,0.1086,1.041,118.828
2,40,TRUE,0.4144,0.0958999999999998,1.041,118.828
2,41,TRUE,0.5236,0.1615,1.041,118.828
2,42,TRUE,0.38175,0.1106,1.041,118.828
2,43,TRUE,0.67645,0.1274,1.041,118.828
2,44,FALSE,0.4507,0.1016,1.041,118.828
2,45,FALSE,0.5569,0.0936000000000004,1.041,118.828
2,46,TRUE,0.4382,0.1095,1.041,118.828
2,47,TRUE,0.4894,0.1681,1.041,118.828
2,48,FALSE,0.39195,0.0833,1.041,118.828
2,49,TRUE,0.4282,0.1509,1.041,118.828
2,50,FALSE,0.6276,0.1497,1.041,118.828
2,51,FALSE,0.3835,0.111,1.041,118.828
2,52,TRUE,0.39905,0.0819999999999997,1.041,118.828
2,53,FALSE,0.6613,0.1058,1.041,118.828
2,54,FALSE,0.5511,0.0811000000000002,1.041,118.828
2,55,FALSE,0.59,0.1493,1.041,118.828
2,56,TRUE,0.3885,0.0878000000000001,1.041,118.828
2,57,FALSE,0.4166,0.1079,1.041,118.828
2,58,TRUE,0.4692,0.1069,1.041,118.828
2,59,TRUE,0.4717,0.1348,1.041,118.828
2,60,TRUE,0.4373,0.1465,1.041,118.828
2,61,TRUE,0.576,0.0851999999999998,1.041,118.828
2,62,TRUE,0.5877,0.1658,1.041,118.828
2,63,TRUE,0.77635,0.1834,1.041,118.828
2,64,TRUE,0.6879,0.1251,1.041,118.828
2,65,TRUE,0.755,0.1533,1.041,118.828
2,66,TRUE,0.8285,0.1298,1.041,118.828
2,67,FALSE,0.4018,0.1131,1.041,118.828
2,68,FALSE,0.65445,0.1762,1.041,118.828
2,69,TRUE,0.53565,0.127299999999999,1.041,118.828
2,70,TRUE,0.43625,0.101,1.041,118.828
2,71,FALSE,0.42525,0.1484,1.041,118.828
2,72,TRUE,0.48965,0.217000000000001,1.041,118.828
2,73,FALSE,0.42485,0.152699999999999,1.041,118.828
2,74,TRUE,0.43935,0.1487,1.041,118.828
2,75,FALSE,0.59025,0.1069,1.041,118.828
2,76,FALSE,0.42815,0.1002,1.041,118.828
2,77,TRUE,0.71625,0.1461,1.041,118.828
2,78,TRUE,0.56165,0.2027,1.041,118.828
2,79,FALSE,0.4817,0.1225,1.041,118.828
2,80,FALSE,0.59835,0.1999,1.041,118.828
2,81,FALSE,0.59805,0.1871,1.041,118.828
2,82,TRUE,0.6561,0.1052,1.041,118.828
2,83,FALSE,0.6307,0.1107,1.041,118.828
2,84,TRUE,0.7553,0.1763,1.041,118.828
2,85,FALSE,0.63935,0.1118,1.041,118.828
2,86,TRUE,0.4296,0.1733,1.041,118.828
2,87,TRUE,0.7046,0.1798,1.041,118.828
2,88,FALSE,0.38015,0.154,1.041,118.828
2,89,FALSE,0.37625,0.111,1.041,118.828
2,90,TRUE,0.3842,0.1122,1.041,118.828
2,91,TRUE,0.51905,0.1649,1.041,118.828
2,92,FALSE,0.6434,0.169000000000001,1.041,118.828
2,93,TRUE,0.42905,0.113699999999999,1.041,118.828
2,94,TRUE,0.5053,0.1197,1.041,118.828
2,95,TRUE,0.41015,0.1397,1.041,118.828
2,96,TRUE,0.38425,0.105500000000001,1.041,118.828
2,97,TRUE,0.3765,0.0907000000000007,1.041,118.828
2,98,TRUE,0.56005,0.132900000000001,1.041,118.828
2,99,TRUE,0.70485,0.1761,1.041,118.828
2,100,TRUE,0.5002,0.115199999999999,1.041,118.828
2,101,FALSE,0.5248,0.1441,1.041,118.828
2,102,FALSE,0.3923,0.135099999999999,1.041,118.828
2,103,TRUE,0.4104,0.1691,1.041,118.828
2,104,TRUE,0.59065,0.1337,1.041,118.828
2,105,TRUE,0.6683,0.1638,1.041,118.828
2,106,TRUE,0.53465,0.1429,1.041,118.828
2,107,FALSE,0.39345,0.1324,1.041,118.828
2,108,TRUE,0.68615,0.1438,1.041,118.828
2,109,TRUE,0.38465,0.115199999999999,1.041,118.828
2,110,TRUE,0.3951,0.1237,1.041,118.828
2,111,TRUE,0.6627,0.1299,1.041,118.828
2,112,TRUE,0.37955,0.1354,1.041,118.828
2,113,FALSE,0.4186,0.1481,1.041,118.828
2,114,TRUE,0.4143,0.1498,1.041,118.828
2,115,TRUE,0.72805,0.1011,1.041,118.828
2,116,TRUE,0.60675,0.1479,1.041,118.828
2,117,TRUE,0.49855,0.1504,1.041,118.828
2,118,TRUE,0.4677,0.1276,1.041,118.828
2,119,FALSE,0.5374,0.1489,1.041,118.828
2,120,TRUE,0.73815,0.1317,1.041,118.828
2,121,TRUE,0.64645,0.1548,1.041,118.828
2,122,TRUE,0.3911,0.1417,1.041,118.828
2,123,TRUE,0.5355,0.1513,1.041,118.828
2,124,TRUE,0.38085,0.1656,1.041,118.828
2,125,FALSE,0.7293,0.0958999999999997,1.041,118.828
2,126,FALSE,0.5193,0.1226,1.041,118.828
2,127,TRUE,0.4846,0.1534,1.041,118.828
2,128,TRUE,0.56945,0.175000000000001,1.041,118.828
2,129,FALSE,0.544,0.1285,1.041,118.828
2,130,FALSE,0.40535,0.1509,1.041,118.828
2,131,TRUE,0.3881,0.1902,1.041,118.828
2,132,TRUE,0.72465,0.1491,1.041,118.828
2,133,TRUE,0.6811,0.2255,1.041,118.828
2,134,TRUE,0.69275,0.1622,1.041,118.828
2,135,TRUE,0.6354,0.1575,1.041,118.828
2,136,TRUE,0.38595,0.171099999999999,1.041,118.828
2,137,FALSE,0.41265,0.1308,1.041,118.828
2,138,FALSE,0.39975,0.1322,1.041,118.828
2,139,FALSE,0.37795,0.147400000000001,1.041,118.828
3,1,FALSE,0.4969,0.0579,1.02599999999998,122.946
3,2,FALSE,0.32975,0.0295999999999999,1.02599999999998,122.946
3,3,TRUE,0.66345,0.107,1.02599999999998,122.946
3,4,FALSE,0.414,0.0455999999999999,1.02599999999998,122.946
3,5,TRUE,0.8352,0.7938,1.02599999999998,122.946
3,6,TRUE,0.9099,0.8853,1.02599999999998,122.946
3,7,TRUE,0.91105,0.7952,1.02599999999998,122.946
3,8,FALSE,0.5926,0.0754000000000002,1.02599999999998,122.946
3,9,FALSE,0.30175,0.0137,1.02599999999998,122.946
3,10,TRUE,0.73365,0.7971,1.02599999999998,122.946
3,11,TRUE,0.34255,0.2056,1.02599999999998,122.946
3,12,TRUE,0.35675,0.2064,1.02599999999998,122.946
3,13,FALSE,0.6252,0.0768,1.02599999999998,122.946
3,14,TRUE,0.85425,0.8931,1.02599999999998,122.946
3,15,TRUE,0.6879,0.621900000000001,1.02599999999998,122.946
3,16,TRUE,0.81995,0.8614,1.02599999999998,122.946
3,17,TRUE,0.89085,0.660999999999999,1.02599999999998,122.946
3,18,TRUE,0.30515,0.1132,1.02599999999998,122.946
3,19,TRUE,0.41345,0.2168,1.02599999999998,122.946
3,20,TRUE,0.6239,0.1822,1.02599999999998,122.946
3,21,TRUE,0.38025,0.178,1.02599999999998,122.946
3,22,FALSE,0.4262,0.2013,1.02599999999998,122.946
3,23,TRUE,0.41915,0.0861000000000011,1.02599999999998,122.946
3,24,FALSE,0.3618,0.110100000000001,1.02599999999998,122.946
3,25,FALSE,0.70345,0.2846,1.02599999999998,122.946
3,26,FALSE,0.4166,0.2024,1.02599999999998,122.946
3,27,TRUE,0.5945,0.2144,1.02599999999998,122.946
3,28,FALSE,0.56485,0.1577,1.02599999999998,122.946
3,29,TRUE,0.46615,0.0808,1.02599999999998,122.946
3,30,TRUE,0.485,0.0644000000000005,1.02599999999998,122.946
3,31,TRUE,0.31055,0.0697000000000001,1.02599999999998,122.946
3,32,FALSE,0.33835,0.3213,1.02599999999998,122.946
3,33,TRUE,0.76545,0.3271,1.02599999999998,122.946
3,34,TRUE,0.4305,0.0958999999999998,1.02599999999998,122.946
3,35,FALSE,0.4615,0.329600000000001,1.02599999999998,122.946
3,36,TRUE,0.59535,0.1399,1.02599999999998,122.946
3,37,TRUE,0.5429,0.1207,1.02599999999998,122.946
3,38,TRUE,0.6134,0.3716,1.02599999999998,122.946
3,39,FALSE,0.39085,0.114700000000001,1.02599999999998,122.946
3,40,TRUE,0.3064,0.0869,1.02599999999998,122.946
3,41,TRUE,0.31235,0.1679,1.02599999999998,122.946
3,42,TRUE,0.3806,0.1326,1.02599999999998,122.946
3,43,TRUE,0.66715,0.1034,1.02599999999998,122.946
3,44,FALSE,0.5132,0.0726000000000002,1.02599999999998,122.946
3,45,FALSE,0.3569,0.1351,1.02599999999998,122.946
3,46,TRUE,0.4826,0.370000000000001,1.02599999999998,122.946
3,47,TRUE,0.76115,0.4198,1.02599999999998,122.946
3,48,FALSE,0.3157,0.3427,1.02599999999998,122.946
3,49,TRUE,0.30365,0.2704,1.02599999999998,122.946
3,50,FALSE,0.5153,0.1278,1.02599999999998,122.946
3,51,FALSE,0.4227,0.1254,1.02599999999998,122.946
3,52,TRUE,0.53795,0.2745,1.02599999999998,122.946
3,53,FALSE,0.41385,0.1203,1.02599999999998,122.946
3,54,FALSE,0.8012,0.422,1.02599999999998,122.946
3,55,FALSE,0.6675,0.12,1.02599999999998,122.946
3,56,TRUE,0.33455,0.2502,1.02599999999998,122.946
3,57,FALSE,0.68605,0.4659,1.02599999999998,122.946
3,58,TRUE,0.29815,0.1435,1.02599999999998,122.946
3,59,TRUE,0.30325,0.3712,1.02599999999998,122.946
3,60,TRUE,0.34345,0.4278,1.02599999999998,122.946
3,61,TRUE,0.6542,0.4395,1.02599999999998,122.946
3,62,TRUE,0.3757,0.395,1.02599999999998,122.946
3,63,TRUE,0.6835,0.5472,1.02599999999998,122.946
3,64,TRUE,0.543,0.3841,1.02599999999998,122.946
3,65,TRUE,0.3499,0.170099999999999,1.02599999999998,122.946
3,66,TRUE,0.3619,0.0933999999999998,1.02599999999998,122.946
3,67,FALSE,0.4246,0.1393,1.02599999999998,122.946
3,68,FALSE,0.35795,0.1201,1.02599999999998,122.946
3,69,TRUE,0.5175,0.2624,1.02599999999998,122.946
3,70,TRUE,0.66645,0.2906,1.02599999999998,122.946
3,71,FALSE,0.319,0.166,1.02599999999998,122.946
3,72,TRUE,0.48325,0.1378,1.02599999999998,122.946
3,73,FALSE,0.3381,0.145200000000001,1.02599999999998,122.946
3,74,TRUE,0.8574,0.8556,1.02599999999998,122.946
3,75,FALSE,0.6029,0.5042,1.02599999999998,122.946
3,76,FALSE,0.43245,0.0967000000000003,1.02599999999998,122.946
3,77,TRUE,0.62555,0.436099999999999,1.02599999999998,122.946
3,78,TRUE,0.50145,0.1464,1.02599999999998,122.946
3,79,FALSE,0.3596,0.0773999999999999,1.02599999999998,122.946
3,80,FALSE,0.40215,0.1187,1.02599999999998,122.946
3,81,FALSE,0.74605,0.1167,1.02599999999998,122.946
3,82,TRUE,0.3637,0.0994000000000002,1.02599999999998,122.946
3,83,FALSE,0.7455,0.526,1.02599999999998,122.946
3,84,TRUE,0.5029,0.4668,1.02599999999998,122.946
3,85,FALSE,0.45265,0.395,1.02599999999998,122.946
3,86,TRUE,0.6146,0.1264,1.02599999999998,122.946
3,87,TRUE,0.69535,0.26,1.02599999999998,122.946
3,88,FALSE,0.5968,0.1372,1.02599999999998,122.946
3,89,FALSE,0.62615,0.2228,1.02599999999998,122.946
3,90,TRUE,0.83685,0.5389,1.02599999999998,122.946
3,91,TRUE,0.6908,0.727000000000001,1.02599999999998,122.946
3,92,FALSE,0.31775,0.1922,1.02599999999998,122.946
3,93,TRUE,0.36175,0.247,1.02599999999998,122.946
3,94,TRUE,0.63865,0.651700000000001,1.02599999999998,122.946
3,95,TRUE,0.5646,0.6698,1.02599999999998,122.946
3,96,TRUE,0.6179,0.4286,1.02599999999998,122.946
3,97,TRUE,0.70395,0.670399999999999,1.02599999999998,122.946
3,98,TRUE,0.3137,0.2951,1.02599999999998,122.946
3,99,TRUE,0.3162,0.2004,1.02599999999998,122.946
3,100,TRUE,0.3781,0.167500000000001,1.02599999999998,122.946
3,101,FALSE,0.5219,0.6652,1.02599999999998,122.946
3,102,FALSE,0.4003,0.1985,1.02599999999998,122.946
3,103,TRUE,0.6058,0.1011,1.02599999999998,122.946
3,104,TRUE,0.602,0.7071,1.02599999999998,122.946
3,105,TRUE,0.8289,0.7282,1.02599999999998,122.946
3,106,TRUE,0.81625,0.5961,1.02599999999998,122.946
3,107,FALSE,0.51655,0.1112,1.02599999999998,122.946
3,108,TRUE,0.74135,0.3496,1.02599999999998,122.946
3,109,TRUE,0.32265,0.4223,1.02599999999998,122.946
3,110,TRUE,0.53605,0.3879,1.02599999999998,122.946
3,111,TRUE,0.3059,0.2998,1.02599999999998,122.946
3,112,TRUE,0.6067,0.679100000000001,1.02599999999998,122.946
3,113,FALSE,0.3044,0.3983,1.02599999999998,122.946
3,114,TRUE,0.7113,0.6907,1.02599999999998,122.946
3,115,TRUE,0.5755,0.4942,1.02599999999998,122.946
3,116,TRUE,0.66925,0.58,1.02599999999998,122.946
3,117,TRUE,0.6857,0.5558,1.02599999999998,122.946
3,118,TRUE,0.4142,0.361399999999999,1.02599999999998,122.946
3,119,FALSE,0.4566,0.1468,1.02599999999998,122.946
3,120,TRUE,0.52385,0.3312,1.02599999999998,122.946
3,121,TRUE,0.4295,0.3914,1.02599999999998,122.946
3,122,TRUE,0.59895,0.3314,1.02599999999998,122.946
3,123,TRUE,0.69705,0.3615,1.02599999999998,122.946
3,124,TRUE,0.6504,0.3607,1.02599999999998,122.946
3,125,FALSE,0.42505,0.3796,1.02599999999998,122.946
3,126,FALSE,0.62115,0.5075,1.02599999999998,122.946
3,127,TRUE,0.31665,0.275000000000001,1.02599999999998,122.946
3,128,TRUE,0.56795,0.3098,1.02599999999998,122.946
3,129,FALSE,0.4558,0.5503,1.02599999999998,122.946
3,130,FALSE,0.50905,0.2955,1.02599999999998,122.946
3,131,TRUE,0.40515,0.136900000000002,1.02599999999998,122.946
3,132,TRUE,0.72235,0.7828,1.02599999999998,122.946
3,133,TRUE,0.80455,0.7811,1.02599999999998,122.946
3,134,TRUE,0.87885,0.8565,1.02599999999998,122.946
3,135,TRUE,0.57375,0.223200000000001,1.02599999999998,122.946
3,136,TRUE,0.4774,0.2565,1.02599999999998,122.946
3,137,FALSE,0.76515,0.7695,1.02599999999998,122.946
3,138,FALSE,0.72535,0.7524,1.02599999999998,122.946
3,139,FALSE,0.30355,0.1385,1.02599999999998,122.946
4,1,FALSE,0.49665,0.2221,1.09300000000002,125.095
4,2,FALSE,0.45795,0.1672,1.09300000000002,125.095
4,3,TRUE,0.55535,0.194300000000001,1.09300000000002,125.095
4,4,FALSE,0.6187,0.220299999999999,1.09300000000002,125.095
4,5,TRUE,0.60425,0.1857,1.09300000000002,125.095
4,6,TRUE,0.47915,0.174,1.09300000000002,125.095
4,7,TRUE,0.8028,0.2856,1.09300000000002,125.095
4,8,FALSE,0.43165,0.1663,1.09300000000002,125.095
4,9,FALSE,0.4184,0.1879,1.09300000000002,125.095
4,10,TRUE,0.77285,0.247600000000001,1.09300000000002,125.095
4,11,TRUE,0.49745,0.1506,1.09300000000002,125.095
4,12,TRUE,0.4679,0.1131,1.09300000000002,125.095
4,13,FALSE,0.47165,0.1724,1.09300000000002,125.095
4,14,TRUE,0.79015,0.255399999999999,1.09300000000002,125.095
4,15,TRUE,0.7122,0.2176,1.09300000000002,125.095
4,16,TRUE,0.7869,0.181,1.09300000000002,125.095
4,17,TRUE,0.6549,0.2239,1.09300000000002,125.095
4,18,TRUE,0.40345,0.1398,1.09300000000002,125.095
4,19,TRUE,0.40105,0.1909,1.09300000000002,125.095
4,20,TRUE,0.393,0.150000000000001,1.09300000000002,125.095
4,21,TRUE,0.70795,0.1388,1.09300000000002,125.095
4,22,FALSE,0.46175,0.1506,1.09300000000002,125.095
4,23,TRUE,0.54415,0.1269,1.09300000000002,125.095
4,24,FALSE,0.3893,0.180699999999999,1.09300000000002,125.095
4,25,FALSE,0.40575,0.1169,1.09300000000002,125.095
4,26,FALSE,0.4469,0.1844,1.09300000000002,125.095
4,27,TRUE,0.62035,0.1212,1.09300000000002,125.095
4,28,FALSE,0.39425,0.2019,1.09300000000002,125.095
4,29,TRUE,0.6696,0.1115,1.09300000000002,125.095
4,30,TRUE,0.3983,0.1881,1.09300000000002,125.095
4,31,TRUE,0.55005,0.143600000000001,1.09300000000002,125.095
4,32,FALSE,0.3955,0.1965,1.09300000000002,125.095
4,33,TRUE,0.5821,0.1563,1.09300000000002,125.095
4,34,TRUE,0.53,0.1918,1.09300000000002,125.095
4,35,FALSE,0.42465,0.1549,1.09300000000002,125.095
4,36,TRUE,0.5076,0.1809,1.09300000000002,125.095
4,37,TRUE,0.58445,0.1873,1.09300000000002,125.095
4,38,TRUE,0.465,0.1922,1.09300000000002,125.095
4,39,FALSE,0.4092,0.172000000000001,1.09300000000002,125.095
4,40,TRUE,0.606,0.1942,1.09300000000002,125.095
4,41,TRUE,0.4387,0.1324,1.09300000000002,125.095
4,42,TRUE,0.54505,0.169800000000001,1.09300000000002,125.095
4,43,TRUE,0.54955,0.1763,1.09300000000002,125.095
4,44,FALSE,0.4986,0.1692,1.09300000000002,125.095
4,45,FALSE,0.46185,0.1622,1.09300000000002,125.095
4,46,TRUE,0.4054,0.1547,1.09300000000002,125.095
4,47,TRUE,0.4164,0.163,1.09300000000002,125.095
4,48,FALSE,0.3779,0.1487,1.09300000000002,125.095
4,49,TRUE,0.4782,0.156,1.09300000000002,125.095
4,50,FALSE,0.3834,0.1622,1.09300000000002,125.095
4,51,FALSE,0.46155,0.1517,1.09300000000002,125.095
4,52,TRUE,0.3939,0.1627,1.09300000000002,125.095
4,53,FALSE,0.39205,0.1786,1.09300000000002,125.095
4,54,FALSE,0.39915,0.1381,1.09300000000002,125.095
4,55,FALSE,0.4784,0.1489,1.09300000000002,125.095
4,56,TRUE,0.41275,0.181,1.09300000000002,125.095
4,57,FALSE,0.44075,0.2231,1.09300000000002,125.095
4,58,TRUE,0.50745,0.1815,1.09300000000002,125.095
